path,archetype
ArtemisArt/shangti - philippe-shangti_1983/shangti_9.jpg,9
ArtemisArt/sickert - walter-sickert_1860/sickert_12.jpg,0
ArtemisArt/sickert - walter-sickert_1860/sickert_16.jpg,6
ArtemisArt/sickert - walter-sickert_1860/sickert_2.jpg,11
ArtemisArt/sickert - walter-sickert_1860/sickert_23.jpg,7
ArtemisArt/sickert - walter-sickert_1860/sickert_27.jpg,0
ArtemisArt/sickert - walter-sickert_1860/sickert_30.jpg,10
ArtemisArt/sickert - walter-sickert_1860/sickert_34.jpg,4
ArtemisArt/sickert - walter-sickert_1860/sickert_38.jpg,3
ArtemisArt/sickert - walter-sickert_1860/sickert_41.jpg,2
ArtemisArt/sickert - walter-sickert_1860/sickert_45.jpg,6
ArtemisArt/sickert - walter-sickert_1860/sickert_7.jpg,9
ArtemisArt/signac - paul-signac_1863/signac_10.jpg,9
ArtemisArt/signac - paul-signac_1863/signac_14.jpg,10
ArtemisArt/signac - paul-signac_1863/signac_18.jpg,14
ArtemisArt/signac - paul-signac_1863/signac_21.jpg,7
ArtemisArt/signac - paul-signac_1863/signac_25.jpg,8
ArtemisArt/signac - paul-signac_1863/signac_29.jpg,9
ArtemisArt/signac - paul-signac_1863/signac_32.jpg,15
ArtemisArt/signac - paul-signac_1863/signac_36.jpg,10
ArtemisArt/signac - paul-signac_1863/signac_4.jpg,11
ArtemisArt/signac - paul-signac_1863/signac_43.jpg,13
ArtemisArt/signac - paul-signac_1863/signac_6.jpg,13
ArtemisArt/signorelli - luca-d-egidio-di-ventura-dit-signorelli_1450/signorelli_1.jpg,13
ArtemisArt/signorelli - luca-d-egidio-di-ventura-dit-signorelli_1450/signorelli_13.jpg,12
ArtemisArt/signorelli - luca-d-egidio-di-ventura-dit-signorelli_1450/signorelli_3.jpg,10
ArtemisArt/signorelli - luca-d-egidio-di-ventura-dit-signorelli_1450/signorelli_7.jpg,11
ArtemisArt/simon - victor-simon_1903/simon_10.jpg,1
ArtemisArt/simon - victor-simon_1903/simon_14.jpg,15
ArtemisArt/simon - victor-simon_1903/simon_4.jpg,10
ArtemisArt/simon - victor-simon_1903/simon_8.jpg,2
ArtemisArt/sisley - alfred-sisley_1839/sisley_11.jpg,15
ArtemisArt/sisley - alfred-sisley_1839/sisley_15.jpg,7
ArtemisArt/sisley - alfred-sisley_1839/sisley_19.jpg,3
ArtemisArt/sisley - alfred-sisley_1839/sisley_22.jpg,4
ArtemisArt/sisley - alfred-sisley_1839/sisley_26.jpg,9
ArtemisArt/sisley - alfred-sisley_1839/sisley_3.jpg,7
ArtemisArt/sisley - alfred-sisley_1839/sisley_33.jpg,15
ArtemisArt/sisley - alfred-sisley_1839/sisley_37.jpg,9
ArtemisArt/sisley - alfred-sisley_1839/sisley_40.jpg,0
ArtemisArt/sisley - alfred-sisley_1839/sisley_44.jpg,3
ArtemisArt/sisley - alfred-sisley_1839/sisley_48.jpg,13
ArtemisArt/sisley - alfred-sisley_1839/sisley_51.jpg,14
ArtemisArt/sisley - alfred-sisley_1839/sisley_55.jpg,14
ArtemisArt/sisley - alfred-sisley_1839/sisley_59.jpg,10
ArtemisArt/sisley - alfred-sisley_1839/sisley_9.jpg,13
ArtemisArt/snyders - frans-snyders_1579/snyders_4.jpg,8
ArtemisArt/snyders - frans-snyders_1579/snyders_8.jpg,0
ArtemisArt/soeur-plautilla - polissena-de-nelli-dite-suor-plautilla_1524/soeur-plautilla_3.jpg,1
ArtemisArt/soeur-plautilla - polissena-de-nelli-dite-suor-plautilla_1524/soeur-plautilla_7.jpg,3
ArtemisArt/sogliani - giovanni-antonio-sogliani-ou-giovannantino-di-francesco-sogliani_1492/sogliani_10.jpg,11
ArtemisArt/sogliani - giovanni-antonio-sogliani-ou-giovannantino-di-francesco-sogliani_1492/sogliani_2.jpg,12
ArtemisArt/sogliani - giovanni-antonio-sogliani-ou-giovannantino-di-francesco-sogliani_1492/sogliani_6.jpg,0
ArtemisArt/sorolla - joaquin-sorolla_1863/sorolla_1.jpg,7
ArtemisArt/sorolla - joaquin-sorolla_1863/sorolla_13.jpg,13
ArtemisArt/sorolla - joaquin-sorolla_1863/sorolla_17.jpg,2
ArtemisArt/sorolla - joaquin-sorolla_1863/sorolla_20.jpg,0
ArtemisArt/sorolla - joaquin-sorolla_1863/sorolla_24.jpg,2
ArtemisArt/sorolla - joaquin-sorolla_1863/sorolla_28.jpg,6
ArtemisArt/sorolla - joaquin-sorolla_1863/sorolla_4.jpg,9
ArtemisArt/sorolla - joaquin-sorolla_1863/sorolla_8.jpg,3
ArtemisArt/soulages - pierre-soulages_1919/soulages_11.jpg,0
ArtemisArt/soulages - pierre-soulages_1919/soulages_15.jpg,13
ArtemisArt/soulages - pierre-soulages_1919/soulages_19.jpg,5
ArtemisArt/soulages - pierre-soulages_1919/soulages_22.jpg,12
ArtemisArt/soulages - pierre-soulages_1919/soulages_26.jpg,5
ArtemisArt/soulages - pierre-soulages_1919/soulages_3.jpg,13
ArtemisArt/soulages - pierre-soulages_1919/soulages_33.jpg,9
ArtemisArt/soulages - pierre-soulages_1919/soulages_37.jpg,10
ArtemisArt/soulages - pierre-soulages_1919/soulages_40.jpg,7
ArtemisArt/soulages - pierre-soulages_1919/soulages_44.jpg,11
ArtemisArt/soulages - pierre-soulages_1919/soulages_48.jpg,15
ArtemisArt/soulages - pierre-soulages_1919/soulages_6.jpg,4
ArtemisArt/soutine - chaim-soutine_1893/soutine_1.jpg,10
ArtemisArt/soutine - chaim-soutine_1893/soutine_13.jpg,1
ArtemisArt/soutine - chaim-soutine_1893/soutine_17.jpg,9
ArtemisArt/soutine - chaim-soutine_1893/soutine_20.jpg,13
ArtemisArt/soutine - chaim-soutine_1893/soutine_24.jpg,4
ArtemisArt/soutine - chaim-soutine_1893/soutine_28.jpg,10
ArtemisArt/soutine - chaim-soutine_1893/soutine_31.jpg,4
ArtemisArt/soutine - chaim-soutine_1893/soutine_35.jpg,4
ArtemisArt/soutine - chaim-soutine_1893/soutine_39.jpg,6
ArtemisArt/soutine - chaim-soutine_1893/soutine_42.jpg,8
ArtemisArt/soutine - chaim-soutine_1893/soutine_5.jpg,6
ArtemisArt/soutine - chaim-soutine_1893/soutine_9.jpg,4
ArtemisArt/stella - jacques-stella_1596/stella_12.jpg,1
ArtemisArt/stella - jacques-stella_1596/stella_2.jpg,10
ArtemisArt/stella - jacques-stella_1596/stella_6.jpg,6
ArtemisArt/stubbs - george-stubbs_1724/stubbs_1.jpg,12
ArtemisArt/stubbs - george-stubbs_1724/stubbs_2.jpg,3
ArtemisArt/stubbs - george-stubbs_1724/stubbs_6.jpg,15
ArtemisArt/sustermans - justus-sustermans_1597/sustermans_1.jpg,9
ArtemisArt/sustermans - justus-sustermans_1597/sustermans_2.jpg,0
ArtemisArt/sustermans - justus-sustermans_1597/sustermans_6.jpg,10
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_1.jpg,8
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_13.jpg,13
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_17.jpg,1
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_20.jpg,8
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_24.jpg,4
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_28.jpg,3
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_31.jpg,4
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_35.jpg,15
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_39.jpg,11
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_42.jpg,10
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_8.jpg,1
ArtemisArt/taeuber-arp - sophie-taeuber-arp_1889/taeuber-arp_11.jpg,-1
ArtemisArt/taeuber-arp - sophie-taeuber-arp_1889/taeuber-arp_4.jpg,4
ArtemisArt/taeuber-arp - sophie-taeuber-arp_1889/taeuber-arp_8.jpg,15
ArtemisArt/tanguy - yves-tanguy_1951/tanguy_11.jpg,12
ArtemisArt/tanguy - yves-tanguy_1951/tanguy_15.jpg,7
ArtemisArt/tanguy - yves-tanguy_1951/tanguy_2.jpg,9
ArtemisArt/tanguy - yves-tanguy_1951/tanguy_6.jpg,11
ArtemisArt/tanning - dorothea-tanning_1910/tanning_1.jpg,12
ArtemisArt/tanning - dorothea-tanning_1910/tanning_5.jpg,4
ArtemisArt/tanning - dorothea-tanning_1910/tanning_9.jpg,3
ArtemisArt/tchelitchew - pavel-tchelitchew_1898/tchelitchew_12.jpg,10
ArtemisArt/tchelitchew - pavel-tchelitchew_1898/tchelitchew_16.jpg,0
ArtemisArt/tchelitchew - pavel-tchelitchew_1898/tchelitchew_2.jpg,4
ArtemisArt/tchelitchew - pavel-tchelitchew_1898/tchelitchew_6.jpg,7
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_1.jpg,9
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_13.jpg,5
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_17.jpg,1
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_20.jpg,0
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_24.jpg,13
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_28.jpg,15
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_31.jpg,11
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_35.jpg,14
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_39.jpg,4
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_42.jpg,8
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_46.jpg,1
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_5.jpg,1
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_53.jpg,11
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_9.jpg,13
ArtemisArt/themerson - franciska-themerson_1907/themerson_4.jpg,1
ArtemisArt/tiepolo-gb -  giovanni-battista-dit-giambattista-tiepolo_1696/tiepolo-gb_1.jpg,5
ArtemisArt/tiepolo-gb -  giovanni-battista-dit-giambattista-tiepolo_1696/tiepolo-gb_13.jpg,15
ArtemisArt/tiepolo-gb -  giovanni-battista-dit-giambattista-tiepolo_1696/tiepolo-gb_17.jpg,0
ArtemisArt/tiepolo-gb -  giovanni-battista-dit-giambattista-tiepolo_1696/tiepolo-gb_20.jpg,1
ArtemisArt/tiepolo-gb -  giovanni-battista-dit-giambattista-tiepolo_1696/tiepolo-gb_24.jpg,0
ArtemisArt/tiepolo-gb -  giovanni-battista-dit-giambattista-tiepolo_1696/tiepolo-gb_3.jpg,14
ArtemisArt/tiepolo-gb -  giovanni-battista-dit-giambattista-tiepolo_1696/tiepolo-gb_7.jpg,0
ArtemisArt/tiepolo-gd - giandomenico-tiepolo_1727/tiepolo-gd_2.jpg,14
ArtemisArt/tiepolo-gd - giandomenico-tiepolo_1727/tiepolo-gd_6.jpg,8
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d-59.jpg,13
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_12.jpg,0
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_16.jpg,13
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_2.jpg,6
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_23.jpg,14
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_27.jpg,2
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_30.jpg,11
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_34.jpg,0
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_38.jpg,6
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_41.jpg,1
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_45.jpg,12
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_49.jpg,11
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_52.jpg,3
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_56.jpg,14
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_60.jpg,12
ArtemisArt/tissot - james-tissot_1836/tissot_1.jpg,4
ArtemisArt/tissot - james-tissot_1836/tissot_13.jpg,4
ArtemisArt/tissot - james-tissot_1836/tissot_17.jpg,9
ArtemisArt/tissot - james-tissot_1836/tissot_20.jpg,15
ArtemisArt/tissot - james-tissot_1836/tissot_24.jpg,13
ArtemisArt/tissot - james-tissot_1836/tissot_28.jpg,12
ArtemisArt/tissot - james-tissot_1836/tissot_31.jpg,6
ArtemisArt/tissot - james-tissot_1836/tissot_35.jpg,12
ArtemisArt/tissot - james-tissot_1836/tissot_39.jpg,6
ArtemisArt/tissot - james-tissot_1836/tissot_42.jpg,10
ArtemisArt/tissot - james-tissot_1836/tissot_8.jpg,3
ArtemisArt/titien - tiziano-vecellio_1488/titien_11.jpg,4
ArtemisArt/titien - tiziano-vecellio_1488/titien_15.jpg,8
ArtemisArt/titien - tiziano-vecellio_1488/titien_19.jpg,15
ArtemisArt/titien - tiziano-vecellio_1488/titien_22.jpg,5
ArtemisArt/titien - tiziano-vecellio_1488/titien_26.jpg,10
ArtemisArt/titien - tiziano-vecellio_1488/titien_3.jpg,7
ArtemisArt/titien - tiziano-vecellio_1488/titien_33.jpg,11
ArtemisArt/titien - tiziano-vecellio_1488/titien_37.jpg,0
ArtemisArt/titien - tiziano-vecellio_1488/titien_40.jpg,9
ArtemisArt/titien - tiziano-vecellio_1488/titien_44.jpg,2
ArtemisArt/titien - tiziano-vecellio_1488/titien_48.jpg,7
ArtemisArt/titien - tiziano-vecellio_1488/titien_51.jpg,6
ArtemisArt/titien - tiziano-vecellio_1488/titien_55.jpg,14
ArtemisArt/titien - tiziano-vecellio_1488/titien_59.jpg,11
ArtemisArt/titien - tiziano-vecellio_1488/titien_62.jpg,5
ArtemisArt/titien - tiziano-vecellio_1488/titien_66.jpg,2
ArtemisArt/titien - tiziano-vecellio_1488/titien_7.jpg,8
ArtemisArt/titien - tiziano-vecellio_1488/titien_73.jpg,5
ArtemisArt/titien - tiziano-vecellio_1488/titien_77.jpg,5
ArtemisArt/titien - tiziano-vecellio_1488/titien_80.jpg,9
ArtemisArt/titien - tiziano-vecellio_1488/titien_84.jpg,3
ArtemisArt/toguo - barthelemy-toguo_1967/toguo_10.jpg,0
ArtemisArt/toguo - barthelemy-toguo_1967/toguo_14.jpg,11
ArtemisArt/toguo - barthelemy-toguo_1967/toguo_18.jpg,2
ArtemisArt/toguo - barthelemy-toguo_1967/toguo_5.jpg,4
ArtemisArt/toguo - barthelemy-toguo_1967/toguo_9.jpg,0
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_12.jpg,1
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_16.jpg,11
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_2.jpg,6
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_23.jpg,5
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_27.jpg,7
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_30.jpg,2
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_34.jpg,11
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_38.jpg,0
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_41.jpg,11
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_45.jpg,11
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_49.jpg,3
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_52.jpg,10
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_56.jpg,7
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_6.jpg,6
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_63.jpg,4
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_8.jpg,11
ArtemisArt/toyen - maria-cerminova-dite-toyen_1902/toyen_11.jpg,15
ArtemisArt/toyen - maria-cerminova-dite-toyen_1902/toyen_15.jpg,2
ArtemisArt/toyen - maria-cerminova-dite-toyen_1902/toyen_19.jpg,1
ArtemisArt/toyen - maria-cerminova-dite-toyen_1902/toyen_22.jpg,6
ArtemisArt/toyen - maria-cerminova-dite-toyen_1902/toyen_26.jpg,14
ArtemisArt/toyen - maria-cerminova-dite-toyen_1902/toyen_3.jpg,3
ArtemisArt/toyen - maria-cerminova-dite-toyen_1902/toyen_33.jpg,9
ArtemisArt/toyen - maria-cerminova-dite-toyen_1902/toyen_5.jpg,14
ArtemisArt/toyen - maria-cerminova-dite-toyen_1902/toyen_9.jpg,10
ArtemisArt/toyokuni - utagawa-toyokuni-I_1768/toyokuni_3.jpg,8
ArtemisArt/toyokuni - utagawa-toyokuni-I_1768/toyokuni_7.jpg,7
ArtemisArt/troy-f - francois-de-troy_1645/troy-f_10.jpg,14
ArtemisArt/troy-f - francois-de-troy_1645/troy-f_14.jpg,4
ArtemisArt/troy-f - francois-de-troy_1645/troy-f_18.jpg,7
ArtemisArt/troy-f - francois-de-troy_1645/troy-f_5.jpg,4
ArtemisArt/troy-f - francois-de-troy_1645/troy-f_9.jpg,15
ArtemisArt/troy-jf - jean-francois-de-troy_1679/troy-jf_12.jpg,2
ArtemisArt/troy-jf - jean-francois-de-troy_1679/troy-jf_16.jpg,13
ArtemisArt/troy-jf - jean-francois-de-troy_1679/troy-jf_3.jpg,14
ArtemisArt/troy-jf - jean-francois-de-troy_1679/troy-jf_7.jpg,14
ArtemisArt/troyon - constant-troyon_1810/troyon_10.jpg,9
ArtemisArt/troyon - constant-troyon_1810/troyon_4.jpg,0
ArtemisArt/troyon - constant-troyon_1810/troyon_8.jpg,6
ArtemisArt/turner - william-turner_1775/turner_100.jpg,14
ArtemisArt/turner - william-turner_1775/turner_104.jpg,5
ArtemisArt/turner - william-turner_1775/turner_108.jpg,10
ArtemisArt/turner - william-turner_1775/turner_12.jpg,6
ArtemisArt/turner - william-turner_1775/turner_16.jpg,7
ArtemisArt/turner - william-turner_1775/turner_2.jpg,0
ArtemisArt/turner - william-turner_1775/turner_23.jpg,0
ArtemisArt/turner - william-turner_1775/turner_27.jpg,4
ArtemisArt/turner - william-turner_1775/turner_30.jpg,4
ArtemisArt/turner - william-turner_1775/turner_34.jpg,5
ArtemisArt/turner - william-turner_1775/turner_38.jpg,10
ArtemisArt/turner - william-turner_1775/turner_41.jpg,14
ArtemisArt/turner - william-turner_1775/turner_45.jpg,2
ArtemisArt/turner - william-turner_1775/turner_49.jpg,0
ArtemisArt/turner - william-turner_1775/turner_52.jpg,12
ArtemisArt/turner - william-turner_1775/turner_56.jpg,1
ArtemisArt/turner - william-turner_1775/turner_6.jpg,10
ArtemisArt/turner - william-turner_1775/turner_63.jpg,8
ArtemisArt/turner - william-turner_1775/turner_67.jpg,0
ArtemisArt/turner - william-turner_1775/turner_70.jpg,8
ArtemisArt/turner - william-turner_1775/turner_74.jpg,4
ArtemisArt/turner - william-turner_1775/turner_78.jpg,7
ArtemisArt/turner - william-turner_1775/turner_81.jpg,11
ArtemisArt/turner - william-turner_1775/turner_85.jpg,7
ArtemisArt/turner - william-turner_1775/turner_89.jpg,0
ArtemisArt/turner - william-turner_1775/turner_92.jpg,0
ArtemisArt/turner - william-turner_1775/turner_96.jpg,11
ArtemisArt/twombly - cy-twombly_1928/twombly_1.jpg,3
ArtemisArt/twombly - cy-twombly_1928/twombly_3.jpg,1
ArtemisArt/twombly - cy-twombly_1928/twombly_7.jpg,13
ArtemisArt/ucello - paolo-di-dono-di-paolo-dit-ucello_1397/ucello_10.jpg,0
ArtemisArt/ucello - paolo-di-dono-di-paolo-dit-ucello_1397/ucello_14.jpg,10
ArtemisArt/ucello - paolo-di-dono-di-paolo-dit-ucello_1397/ucello_5.jpg,2
ArtemisArt/ucello - paolo-di-dono-di-paolo-dit-ucello_1397/ucello_9.jpg,10
ArtemisArt/utrillo - maurice-utrillo_1883/utrillo_12.jpg,2
ArtemisArt/utrillo - maurice-utrillo_1883/utrillo_16.jpg,14
ArtemisArt/utrillo - maurice-utrillo_1883/utrillo_2.jpg,0
ArtemisArt/utrillo - maurice-utrillo_1883/utrillo_3.jpg,4
ArtemisArt/utrillo - maurice-utrillo_1883/utrillo_7.jpg,6
ArtemisArt/valadon - suzanne-valadon_1865/valadon_10.jpg,1
ArtemisArt/valadon - suzanne-valadon_1865/valadon_103.jpg,4
ArtemisArt/valadon - suzanne-valadon_1865/valadon_13.jpg,2
ArtemisArt/valadon - suzanne-valadon_1865/valadon_17.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_20.jpg,0
ArtemisArt/valadon - suzanne-valadon_1865/valadon_24.jpg,7
ArtemisArt/valadon - suzanne-valadon_1865/valadon_28.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_31.jpg,7
ArtemisArt/valadon - suzanne-valadon_1865/valadon_35.jpg,9
ArtemisArt/valadon - suzanne-valadon_1865/valadon_39.jpg,8
ArtemisArt/valadon - suzanne-valadon_1865/valadon_42.jpg,8
ArtemisArt/valadon - suzanne-valadon_1865/valadon_46.jpg,8
ArtemisArt/valadon - suzanne-valadon_1865/valadon_5.jpg,15
ArtemisArt/valadon - suzanne-valadon_1865/valadon_53.jpg,7
ArtemisArt/valadon - suzanne-valadon_1865/valadon_57.jpg,3
ArtemisArt/valadon - suzanne-valadon_1865/valadon_60.jpg,12
ArtemisArt/valadon - suzanne-valadon_1865/valadon_64.jpg,2
ArtemisArt/valadon - suzanne-valadon_1865/valadon_68.jpg,8
ArtemisArt/valadon - suzanne-valadon_1865/valadon_71.jpg,15
ArtemisArt/valadon - suzanne-valadon_1865/valadon_75.jpg,5
ArtemisArt/valadon - suzanne-valadon_1865/valadon_79.jpg,11
ArtemisArt/valadon - suzanne-valadon_1865/valadon_82.jpg,6
ArtemisArt/valadon - suzanne-valadon_1865/valadon_86.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_9.jpg,7
ArtemisArt/valadon - suzanne-valadon_1865/valadon_93.jpg,7
ArtemisArt/valadon - suzanne-valadon_1865/valadon_97.jpg,4
ArtemisArt/valenciennes - pierre-henri-de-valenciennes_1750/valenciennes_10.jpg,4
ArtemisArt/valenciennes - pierre-henri-de-valenciennes_1750/valenciennes_14.jpg,6
ArtemisArt/valenciennes - pierre-henri-de-valenciennes_1750/valenciennes_18.jpg,10
ArtemisArt/valenciennes - pierre-henri-de-valenciennes_1750/valenciennes_21.jpg,13
ArtemisArt/valenciennes - pierre-henri-de-valenciennes_1750/valenciennes_5.jpg,13
ArtemisArt/valenciennes - pierre-henri-de-valenciennes_1750/valenciennes_9.jpg,4
ArtemisArt/vallotton - felix-vallotton_1865/vallotton_12.jpg,2
ArtemisArt/vallotton - felix-vallotton_1865/vallotton_16.jpg,6
ArtemisArt/vallotton - felix-vallotton_1865/vallotton_2.jpg,3
ArtemisArt/vallotton - felix-vallotton_1865/vallotton_23.jpg,1
ArtemisArt/vallotton - felix-vallotton_1865/vallotton_27.jpg,9
ArtemisArt/vallotton - felix-vallotton_1865/vallotton_30.jpg,4
ArtemisArt/vallotton - felix-vallotton_1865/vallotton_4.jpg,0
ArtemisArt/vallotton - felix-vallotton_1865/vallotton_8.jpg,9
ArtemisArt/van-cleve - joos-van-cleve_1485/van-cleve_11.jpg,12
ArtemisArt/van-cleve - joos-van-cleve_1485/van-cleve_15.jpg,3
ArtemisArt/van-cleve - joos-van-cleve_1485/van-cleve_19.jpg,0
ArtemisArt/van-cleve - joos-van-cleve_1485/van-cleve_4.jpg,10
ArtemisArt/van-cleve - joos-van-cleve_1485/van-cleve_8.jpg,4
ArtemisArt/van-de-velde - adriaen-van-de-velde_1636/van-de-velde_11.jpg,12
ArtemisArt/van-de-velde - adriaen-van-de-velde_1636/van-de-velde_5.jpg,11
ArtemisArt/van-de-velde - adriaen-van-de-velde_1636/van-de-velde_9.jpg,12
ArtemisArt/van-der-heyden - jan-van-der-heyden_1637/van-der-heyden_2.jpg,0
ArtemisArt/van-der-heyden - jan-van-der-heyden_1637/van-der-heyden_6.jpg,11
ArtemisArt/van-der-weyden - rogier-van-der-weyden_1400/van-der-weyden_1.jpg,9
ArtemisArt/van-der-weyden - rogier-van-der-weyden_1400/van-der-weyden_13.jpg,4
ArtemisArt/van-der-weyden - rogier-van-der-weyden_1400/van-der-weyden_17.jpg,11
ArtemisArt/van-der-weyden - rogier-van-der-weyden_1400/van-der-weyden_20.jpg,10
ArtemisArt/van-der-weyden - rogier-van-der-weyden_1400/van-der-weyden_24.jpg,5
ArtemisArt/van-der-weyden - rogier-van-der-weyden_1400/van-der-weyden_28.jpg,1
ArtemisArt/van-der-weyden - rogier-van-der-weyden_1400/van-der-weyden_6.jpg,6
ArtemisArt/van-dongen - kees-van-dongen_1977/van-dongen_1.jpg,7
ArtemisArt/van-dongen - kees-van-dongen_1977/van-dongen_13.jpg,8
